name,nb_threads,N,M,nrepeat,runtime
2_3 reduction+simd,4,4,2,100,0.00031
2_1 sequential,4,4,2,100,8e-06
2_2 reduction,4,4,2,100,0.000301
2_3 reduction+simd,4,4,2,100,0.000328
2_1 sequential,4,4,2,100,5e-06
2_2 reduction,4,4,2,100,0.000285
2_3 reduction+simd,4,4,2,100,0.000278
2_1 sequential,4,4,2,100,4e-06
2_2 reduction,4,4,2,100,0.000594
2_3 reduction+simd,4,4,2,100,0.000311
2_1 sequential,4,4,2,100,4e-06
2_2 reduction,4,4,2,100,0.000915
2_3 reduction+simd,4,4,2,100,0.00031
2_1 sequential,4,4,2,100,3e-06
2_2 reduction,4,4,2,100,0.000308
2_3 reduction+simd,4,4,2,100,0.001726
2_1 sequential,4,4,2,100,6e-06
2_2 reduction,4,4,2,100,0.000416
2_3 reduction+simd,4,4,2,100,0.001893
2_1 sequential,4,4,2,100,5e-06
2_2 reduction,4,4,2,100,0.000317
2_3 reduction+simd,4,4,2,100,0.000284
2_1 sequential,4,4,2,100,5e-06
2_2 reduction,4,4,2,100,0.000295
2_3 reduction+simd,4,4,2,100,0.000375
2_1 sequential,8,4,2,100,6.5e-05
2_2 reduction,8,4,2,100,0.00051
2_3 reduction+simd,8,4,2,100,0.000511
2_1 sequential,8,4,2,100,5e-06
2_2 reduction,8,4,2,100,0.000807
2_3 reduction+simd,8,4,2,100,0.00119
2_1 sequential,8,4,2,100,7e-06
2_2 reduction,8,4,2,100,0.000476
2_3 reduction+simd,8,4,2,100,0.000514
2_1 sequential,8,4,2,100,4e-06
2_2 reduction,8,4,2,100,0.000513
2_3 reduction+simd,8,4,2,100,0.000547
2_1 sequential,8,4,2,100,5e-06
2_2 reduction,8,4,2,100,0.000663
2_3 reduction+simd,8,4,2,100,0.000466
2_1 sequential,8,4,2,100,2e-06
2_2 reduction,8,4,2,100,0.000643
2_3 reduction+simd,8,4,2,100,0.000552
2_1 sequential,8,4,2,100,1.1e-05
2_2 reduction,8,4,2,100,0.000576
2_3 reduction+simd,8,4,2,100,0.000569
2_1 sequential,8,4,2,100,3e-06
2_2 reduction,8,4,2,100,0.000791
2_3 reduction+simd,8,4,2,100,0.000577
2_1 sequential,8,4,2,100,6e-06
2_2 reduction,8,4,2,100,0.00061
2_3 reduction+simd,8,4,2,100,0.000435
2_1 sequential,8,4,2,100,5e-06
2_2 reduction,8,4,2,100,0.00143
2_3 reduction+simd,8,4,2,100,0.000571
2_1 sequential,1,16,8,100,9e-06
2_2 reduction,1,16,8,100,9.8e-05
2_3 reduction+simd,1,16,8,100,9.1e-05
2_1 sequential,1,16,8,100,7e-06
2_2 reduction,1,16,8,100,8.9e-05
2_3 reduction+simd,1,16,8,100,0.000112
2_1 sequential,1,16,8,100,9e-06
2_2 reduction,1,16,8,100,9.1e-05
2_3 reduction+simd,1,16,8,100,0.000232
2_1 sequential,1,16,8,100,1e-05
2_2 reduction,1,16,8,100,9.4e-05
2_3 reduction+simd,1,16,8,100,9.4e-05
2_1 sequential,1,16,8,100,2.1e-05
2_2 reduction,1,16,8,100,0.000175
2_3 reduction+simd,1,16,8,100,0.000161
2_1 sequential,1,16,8,100,1.9e-05
2_2 reduction,1,16,8,100,0.000217
2_3 reduction+simd,1,16,8,100,9.2e-05
2_1 sequential,1,16,8,100,6e-06
2_2 reduction,1,16,8,100,9e-05
2_3 reduction+simd,1,16,8,100,0.00046
2_1 sequential,1,16,8,100,8e-06
2_2 reduction,1,16,8,100,9.6e-05
2_3 reduction+simd,1,16,8,100,0.00013
2_1 sequential,1,16,8,100,1.1e-05
2_2 reduction,1,16,8,100,9.2e-05
2_3 reduction+simd,1,16,8,100,8.7e-05
